2928	Distribute Candies Among Children I	Easy	76.7%
2932	Maximum Strong Pair XOR I	Easy	76.5%
3024	Type of Triangle	Easy	44.0%
3042	Count Prefix and Suffix Pairs I	Easy	77.7%
3222	Find the Winning Player in Coin Game	Easy	54.2%
3304	Find the K-th Character in String Game I	Easy	81.6%
3354	Make Array Elements Equal to Zero	Easy	68.1%
3379	Transformed Array	Easy	70.4%
3407	Substring Matching Pattern	Easy	29.3%
3417	Zigzag Grid Traversal With Skip	Easy	65.7%
3461	Check If Digits Are Equal in String After Operations I	Easy	82.3%
3477	Fruits Into Baskets II	Easy	70.4%
3483	Unique 3-Digit Even Numbers	Easy	70.5%
3507	Minimum Pair Removal to Sort Array I	Easy	65.1%
3894	Traffic Signal Color	Easy	83.9%
4020	Elevator Requests I	Easy	83.9%
2	Add Two Numbers	Medium	49.2%
3	Longest Substring Without Repeating Characters	Medium	39.9%
5	Longest Palindromic Substring	Medium	38.5%
7	Reverse Integer	Medium	32.4%
11	Container With Most Water	Medium	60.7%
15	3Sum	Medium	39.8%
16	3Sum Closest	Medium	49.3%
17	Letter Combinations of a Phone Number	Medium	66.7%
19	Remove Nth Node From End of List	Medium	52.5%
22	Generate Parentheses	Medium	79.1%
24	Swap Nodes in Pairs	Medium	70.2%
29	Divide Two Integers	Medium	20.3%
33	Search in Rotated Sorted Array	Medium	45.5%
34	Find First and Last Position of Element in Sorted Array	Medium	49.6%
36	Valid Sudoku	Medium	65.0%
39	Combination Sum	Medium	77.1%
40	Combination Sum II	Medium	60.0%
43	Multiply Strings	Medium	44.7%
45	Jump Game II	Medium	43.4%
46	Permutations	Medium	82.3%
47	Permutations II	Medium	64.1%
48	Rotate Image	Medium	80.6%
49	Group Anagrams	Medium	73.2%
50	Pow(x, n)	Medium	39.2%
53	Maximum Subarray	Medium	53.8%
54	Spiral Matrix	Medium	57.7%
55	Jump Game	Medium	41.4%
56	Merge Intervals	Medium	52.7%
57	Insert Interval	Medium	45.9%
59	Spiral Matrix II	Medium	75.7%
61	Rotate List	Medium	43.2%
62	Unique Paths	Medium	67.2%
72	Edit Distance	Medium	61.2%
73	Set Matrix Zeroes	Medium	63.5%
74	Search a 2D Matrix	Medium	54.4%
75	Sort Colors	Medium	70.2%
78	Subsets	Medium	82.8%
79	Word Search	Medium	48.0%
80	Remove Duplicates from Sorted Array II	Medium	65.2%
81	Search in Rotated Sorted Array II	Medium	40.5%
82	Remove Duplicates from Sorted List II	Medium	52.4%
86	Partition List	Medium	61.9%
90	Subsets II	Medium	61.9%
91	Decode Ways	Medium	38.5%
92	Reverse Linked List II	Medium	52.2%
95	Unique Binary Search Trees II	Medium	63.2%
96	Unique Binary Search Trees	Medium	64.1%
97	Interleaving String	Medium	44.6%
98	Validate Binary Search Tree	Medium	36.3%
99	Recover Binary Search Tree	Medium	60.8%
102	Binary Tree Level Order Traversal	Medium	73.4%
105	Construct Binary Tree from Preorder and Inorder Traversal	Medium	69.4%
106	Construct Binary Tree from Inorder and Postorder Traversal	Medium	69.5%
107	Binary Tree Level Order Traversal II	Medium	68.9%
109	Convert Sorted List to Binary Search Tree	Medium	67.3%
113	Path Sum II	Medium	62.8%
114	Flatten Binary Tree to Linked List	Medium	71.4%
116	Populating Next Right Pointers in Each Node	Medium	67.7%
117	Populating Next Right Pointers in Each Node II	Medium	58.1%
122	Best Time to Buy and Sell Stock II	Medium	71.6%
128	Longest Consecutive Sequence	Medium	47.2%
130	Surrounded Regions	Medium	46.1%
131	Palindrome Partitioning	Medium	74.6%
133	Clone Graph	Medium	66.1%
134	Gas Station	Medium	48.6%
137	Single Number II	Medium	67.7%
138	Copy List with Random Pointer	Medium	63.6%
139	Word Break	Medium	49.8%
142	Linked List Cycle II	Medium	59.0%
143	Reorder List	Medium	66.1%
146	LRU Cache	Medium	47.9%
147	Insertion Sort List	Medium	60.0%
148	Sort List	Medium	65.3%
150	Evaluate Reverse Polish Notation	Medium	58.6%
152	Maximum Product Subarray	Medium	37.0%
153	Find Minimum in Rotated Sorted Array	Medium	55.2%
155	Min Stack	Medium	58.6%
164	Maximum Gap	Medium	52.9%
167	Two Sum II - Input Array Is Sorted	Medium	65.8%
173	Binary Search Tree Iterator	Medium	76.9%
187	Repeated DNA Sequences	Medium	53.9%
192	Word Frequency	Medium	29.9%
194	Transpose File	Medium	33.3%
198	House Robber	Medium	53.5%
199	Binary Tree Right Side View	Medium	71.1%
200	Number of Islands	Medium	65.0%
204	Count Primes	Medium	36.2%
207	Course Schedule	Medium	52.1%
208	Implement Trie (Prefix Tree)	Medium	70.0%
209	Minimum Size Subarray Sum	Medium	52.7%
210	Course Schedule II	Medium	56.1%
211	Design Add and Search Words Data Structure	Medium	48.9%
213	House Robber II	Medium	45.5%
215	Kth Largest Element in an Array	Medium	69.3%
216	Combination Sum III	Medium	73.7%
223	Rectangle Area	Medium	50.1%
229	Majority Element II	Medium	56.7%
230	Kth Smallest Element in a BST	Medium	77.3%
235	Lowest Common Ancestor of a Binary Search Tree	Medium	71.3%
236	Lowest Common Ancestor of a Binary Tree	Medium	70.0%
237	Delete Node in a Linked List	Medium	84.3%
238	Product of Array Except Self	Medium	69.2%
240	Search a 2D Matrix II	Medium	58.0%
241	Different Ways to Add Parentheses	Medium	73.6%
260	Single Number III	Medium	70.1%
274	H-Index	Medium	41.8%
284	Peeking Iterator	Medium	61.9%
287	Find the Duplicate Number	Medium	64.8%
289	Game of Life	Medium	73.0%
300	Longest Increasing Subsequence	Medium	59.9%
304	Range Sum Query 2D - Immutable	Medium	58.9%
307	Range Sum Query - Mutable	Medium	43.7%
309	Best Time to Buy and Sell Stock with Cooldown	Medium	62.7%
310	Minimum Height Trees	Medium	42.8%
316	Remove Duplicate Letters	Medium	54.3%
318	Maximum Product of Word Lengths	Medium	61.5%
322	Coin Change	Medium	49.0%
324	Wiggle Sort II	Medium	38.1%
328	Odd Even Linked List	Medium	62.7%
337	House Robber III	Medium	56.3%
341	Flatten Nested List Iterator	Medium	65.8%
347	Top K Frequent Elements	Medium	67.2%
355	Design Twitter	Medium	45.4%
365	Water and Jug Problem	Medium	46.3%
371	Sum of Two Integers	Medium	55.9%
372	Super Pow	Medium	37.4%
375	Guess Number Higher or Lower II	Medium	53.4%
377	Combination Sum IV	Medium	55.3%
380	Insert Delete GetRandom O(1)	Medium	55.5%
382	Linked List Random Node	Medium	65.1%
384	Shuffle an Array	Medium	60.0%
386	Lexicographical Numbers	Medium	76.4%
390	Elimination Game	Medium	46.7%
394	Decode String	Medium	63.1%
395	Longest Substring with At Least K Repeating Characters	Medium	46.6%
397	Integer Replacement	Medium	37.9%
398	Random Pick Index	Medium	65.1%
399	Evaluate Division	Medium	64.5%
402	Remove K Digits	Medium	37.6%
406	Queue Reconstruction by Height	Medium	75.0%
416	Partition Equal Subset Sum	Medium	49.9%
417	Pacific Atlantic Water Flow	Medium	61.4%
421	Maximum XOR of Two Numbers in an Array	Medium	53.7%
424	Longest Repeating Character Replacement	Medium	60.5%
427	Construct Quad Tree	Medium	78.6%
430	Flatten a Multilevel Doubly Linked List	Medium	63.3%
433	Minimum Genetic Mutation	Medium	57.1%
435	Non-overlapping Intervals	Medium	57.6%
437	Path Sum III	Medium	46.6%
438	Find All Anagrams in a String	Medium	54.4%
445	Add Two Numbers II	Medium	63.0%
449	Serialize and Deserialize BST	Medium	60.0%
450	Delete Node in a BST	Medium	55.3%
451	Sort Characters By Frequency	Medium	75.7%
452	Minimum Number of Arrows to Burst Balloons	Medium	61.8%
456	132 Pattern	Medium	35.1%
457	Circular Array Loop	Medium	38.3%
464	Can I Win	Medium	31.7%
470	Implement Rand10() Using Rand7()	Medium	46.7%
473	Matchsticks to Square	Medium	42.2%
478	Generate Random Point in a Circle	Medium	43.6%
486	Predict the Winner	Medium	59.9%
494	Target Sum	Medium	52.8%
497	Random Point in Non-overlapping Rectangles	Medium	40.5%
498	Diagonal Traverse	Medium	67.4%
503	Next Greater Element II	Medium	69.1%
518	Coin Change II	Medium	59.2%
519	Random Flip Matrix	Medium	46.8%
523	Continuous Subarray Sum	Medium	31.6%
526	Beautiful Arrangement	Medium	64.9%
528	Random Pick with Weight	Medium	49.2%
535	Encode and Decode TinyURL	Medium	86.6%
537	Complex Number Multiplication	Medium	73.8%
538	Convert BST to Greater Tree	Medium	71.9%
542	01 Matrix	Medium	54.8%
547	Number of Provinces	Medium	71.0%
558	Logical OR of Two Binary Grids Represented as Quad-Trees	Medium	53.4%
560	Subarray Sum Equals K	Medium	48.1%
567	Permutation in String	Medium	49.6%
581	Shortest Unsorted Continuous Subarray	Medium	38.6%
592	Fraction Addition and Subtraction	Medium	66.6%
593	Valid Square	Medium	45.5%
621	Task Scheduler	Medium	63.7%
622	Design Circular Queue	Medium	55.3%
638	Shopping Offers	Medium	52.7%
640	Solve the Equation	Medium	46.6%
641	Design Circular Deque	Medium	64.9%
647	Palindromic Substrings	Medium	73.2%
648	Replace Words	Medium	68.9%
649	Dota2 Senate	Medium	50.4%
654	Maximum Binary Tree	Medium	86.5%
669	Trim a Binary Search Tree	Medium	66.8%
673	Number of Longest Increasing Subsequence	Medium	52.6%
676	Implement Magic Dictionary	Medium	58.1%
677	Map Sum Pairs	Medium	57.4%
678	Valid Parenthesis String	Medium	40.4%
684	Redundant Connection	Medium	68.1%
686	Repeated String Match	Medium	39.7%
692	Top K Frequent Words	Medium	60.5%
695	Max Area of Island	Medium	74.2%
698	Partition to K Equal Sum Subsets	Medium	38.9%
701	Insert into a Binary Search Tree	Medium	73.6%
707	Design Linked List	Medium	30.7%
713	Subarray Product Less Than K	Medium	54.9%
714	Best Time to Buy and Sell Stock with Transaction Fee	Medium	72.5%
718	Maximum Length of Repeated Subarray	Medium	51.6%
720	Longest Word in Dictionary	Medium	55.4%
721	Accounts Merge	Medium	61.9%
725	Split Linked List in Parts	Medium	70.7%
729	My Calendar I	Medium	58.4%
731	My Calendar II	Medium	63.5%
735	Asteroid Collision	Medium	48.9%
739	Daily Temperatures	Medium	69.1%
743	Network Delay Time	Medium	61.4%
752	Open the Lock	Medium	61.5%
763	Partition Labels	Medium	82.0%
769	Max Chunks To Make Sorted	Medium	64.3%
779	K-th Symbol in Grammar	Medium	48.7%
785	Is Graph Bipartite?	Medium	59.8%
787	Cheapest Flights Within K Stops	Medium	42.5%
792	Number of Matching Subsequences	Medium	50.6%
797	All Paths From Source to Target	Medium	83.8%
802	Find Eventual Safe States	Medium	71.5%
808	Soup Servings	Medium	59.6%
816	Ambiguous Coordinates	Medium	56.4%
817	Linked List Components	Medium	58.2%
820	Short Encoding of Words	Medium	61.0%
837	New 21 Game	Medium	52.0%
846	Hand of Straights	Medium	58.4%
851	Loud and Rich	Medium	64.1%
852	Peak Index in a Mountain Array	Medium	66.7%
853	Car Fleet	Medium	55.6%
855	Exam Room	Medium	43.8%
856	Score of Parentheses	Medium	63.5%
858	Mirror Reflection	Medium	62.5%
865	Smallest Subtree with all the Deepest Nodes	Medium	77.7%
866	Prime Palindrome	Medium	28.5%
874	Walking Robot Simulation	Medium	64.6%
875	Koko Eating Bananas	Medium	50.4%
877	Stone Game	Medium	77.0%
881	Boats to Save People	Medium	62.4%
885	Spiral Matrix III	Medium	84.6%
886	Possible Bipartition	Medium	53.0%
889	Construct Binary Tree from Preorder and Postorder Traversal	Medium	78.1%
894	All Possible Full Binary Trees	Medium	82.8%
900	RLE Iterator	Medium	59.6%
901	Online Stock Span	Medium	69.7%
904	Fruit Into Baskets	Medium	52.3%
907	Sum of Subarray Minimums	Medium	39.0%
911	Online Election	Medium	53.1%
912	Sort an Array	Medium	55.7%
918	Maximum Sum Circular Subarray	Medium	51.3%
919	Complete Binary Tree Inserter	Medium	65.2%
921	Minimum Add to Make Parentheses Valid	Medium	74.3%
923	3Sum With Multiplicity	Medium	46.5%
932	Beautiful Array	Medium	70.4%
939	Minimum Area Rectangle	Medium	55.5%
946	Validate Stack Sequences	Medium	70.7%
947	Most Stones Removed with Same Row or Column	Medium	63.4%
950	Reveal Cards In Increasing Order	Medium	83.8%
957	Prison Cells After N Days	Medium	39.3%
959	Regions Cut By Slashes	Medium	77.5%
962	Maximum Width Ramp	Medium	55.9%
963	Minimum Area Rectangle II	Medium	56.0%
973	K Closest Points to Origin	Medium	69.3%
981	Time Based Key-Value Store	Medium	50.1%
985	Sum of Even Numbers After Queries	Medium	69.0%
990	Satisfiability of Equality Equations	Medium	52.1%
994	Rotting Oranges	Medium	59.3%
1008	Construct Binary Search Tree from Preorder Traversal	Medium	84.6%
1011	Capacity To Ship Packages Within D Days	Medium	74.6%
1015	Smallest Integer Divisible by K	Medium	54.2%
1019	Next Greater Node In Linked List	Medium	64.7%
1020	Number of Enclaves	Medium	72.2%
1023	Camelcase Matching	Medium	65.9%
1029	Two City Scheduling	Medium	68.9%
1038	Binary Search Tree to Greater Sum Tree	Medium	88.4%
1039	Minimum Score Triangulation of Polygon	Medium	67.6%
1041	Robot Bounded In Circle	Medium	56.6%
1042	Flower Planting With No Adjacent	Medium	54.2%
1049	Last Stone Weight II	Medium	60.7%
1061	Lexicographically Smallest Equivalent String	Medium	81.1%
1081	Smallest Subsequence of Distinct Characters	Medium	70.6%
1091	Shortest Path in Binary Matrix	Medium	52.1%
1093	Statistics from a Large Sample	Medium	43.5%
1111	Maximum Nesting Depth of Two Valid Parentheses Strings	Medium	72.2%
1115	Print FooBar Alternately	Medium	73.1%
1116	Print Zero Even Odd	Medium	66.1%
1117	Building H2O	Medium	58.5%
1123	Lowest Common Ancestor of Deepest Leaves	Medium	79.5%
1124	Longest Well-Performing Interval	Medium	38.2%
1130	Minimum Cost Tree From Leaf Values	Medium	67.9%
1140	Stone Game II	Medium	75.7%
1143	Longest Common Subsequence	Medium	59.5%
1146	Snapshot Array	Medium	36.8%
1171	Remove Zero Sum Consecutive Nodes from Linked List	Medium	53.3%
1190	Reverse Substrings Between Each Pair of Parentheses	Medium	72.1%
1195	Fizz Buzz Multithreaded	Medium	75.2%
1201	Ugly Number III	Medium	32.0%
1202	Smallest String With Swaps	Medium	61.0%
1222	Queens That Can Attack the King	Medium	72.8%
1226	The Dining Philosophers	Medium	54.2%
1227	Airplane Seat Assignment Probability	Medium	67.6%
1233	Remove Sub-Folders from the Filesystem	Medium	78.6%
1237	Find Positive Integer Solution for a Given Equation	Medium	70.2%
1254	Number of Closed Islands	Medium	67.3%
1261	Find Elements in a Contaminated Binary Tree	Medium	84.1%
1267	Count Servers that Communicate	Medium	73.6%
1268	Search Suggestions System	Medium	65.2%
1286	Iterator for Combination	Medium	72.7%
1305	All Elements in Two Binary Search Trees	Medium	80.4%
1306	Jump Game III	Medium	70.4%
1319	Number of Operations to Make Network Connected	Medium	67.2%
1324	Print Words Vertically	Medium	68.0%
1334	Find the City With the Smallest Number of Neighbors at a Threshold Distance	Medium	73.7%
1348	Tweet Counts Per Frequency	Medium	46.5%
1352	Product of the Last K Numbers	Medium	63.0%
1357	Apply Discount Every n Orders	Medium	66.0%
1361	Validate Binary Tree Nodes	Medium	44.2%
1362	Closest Divisors	Medium	63.8%
1367	Linked List in Binary Tree	Medium	52.0%
1381	Design a Stack With Increment Operation	Medium	79.9%
1382	Balance a Binary Search Tree	Medium	86.3%
1387	Sort Integers by The Power Value	Medium	71.8%
1390	Four Divisors	Medium	56.5%
1391	Check if There is a Valid Path in a Grid	Medium	64.5%
1395	Count Number of Teams	Medium	70.2%
1401	Circle and Rectangle Overlapping	Medium	50.5%
1404	Number of Steps to Reduce a Number in Binary Representation to One	Medium	63.7%
1409	Queries on a Permutation With Key	Medium	85.0%
1418	Display Table of Food Orders in a Restaurant	Medium	76.5%
1438	Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit	Medium	58.0%
1447	Simplified Fractions	Medium	70.2%
1448	Count Good Nodes in Binary Tree	Medium	74.0%
1461	Check If a String Contains All Binary Codes of Size K	Medium	61.6%
1462	Course Schedule IV	Medium	60.2%
1472	Design Browser History	Medium	78.5%
1476	Subrectangle Queries	Medium	86.5%
1492	The kth Factor of n	Medium	70.7%
1504	Count Submatrices With All Ones	Medium	71.0%
1514	Path with Maximum Probability	Medium	65.8%
1541	Minimum Insertions to Balance a Parentheses String	Medium	53.7%
1545	Find Kth Bit in Nth Binary String	Medium	73.7%
1557	Minimum Number of Vertices to Reach All Nodes	Medium	81.8%
1559	Detect Cycles in 2D Grid	Medium	63.5%
1561	Maximum Number of Coins You Can Get	Medium	84.9%
1574	Shortest Subarray to be Removed to Make Array Sorted	Medium	51.3%
1584	Min Cost to Connect All Points	Medium	71.6%
1621	Number of Sets of K Non-Overlapping Line Segments	Medium	46.4%
1631	Path With Minimum Effort	Medium	64.0%
1641	Count Sorted Vowel Strings	Medium	79.4%
1669	Merge In Between Linked Lists	Medium	83.2%
1670	Design Front Middle Back Queue	Medium	58.5%
1673	Find the Most Competitive Subsequence	Medium	53.5%
1686	Stone Game VI	Medium	61.7%
1690	Stone Game VII	Medium	59.3%
1696	Jump Game VI	Medium	46.6%
1721	Swapping Nodes in a Linked List	Medium	69.7%
1722	Minimize Hamming Distance After Swap Operations	Medium	69.7%
1738	Find Kth Largest XOR Coordinate Value	Medium	64.7%
1764	Form Array by Concatenating Subarrays of Another Array	Medium	55.0%
1786	Number of Restricted Paths From First to Last Node	Medium	41.8%
1797	Design Authentication Manager	Medium	58.7%
1818	Minimum Absolute Sum Difference	Medium	32.8%
1823	Find the Winner of the Circular Game	Medium	82.3%
1828	Queries on Number of Points Inside a Circle	Medium	86.9%
1833	Maximum Ice Cream Bars	Medium	77.3%
1845	Seat Reservation Manager	Medium	67.4%
1856	Maximum Subarray Min-Product	Medium	40.9%
1860	Incremental Memory Leak	Medium	72.9%
1871	Jump Game VII	Medium	35.7%
1899	Merge Triplets to Form Target Triplet	Medium	69.4%
1905	Count Sub Islands	Medium	73.1%
1914	Cyclically Rotating a Grid	Medium	74.0%
1922	Count Good Numbers	Medium	58.0%
1927	Sum Game	Medium	63.2%
1947	Maximum Compatibility Score Sum	Medium	64.9%
1963	Minimum Number of Swaps to Make the String Balanced	Medium	78.0%
1969	Minimum Non-Zero Product of the Array Elements	Medium	37.7%
1976	Number of Ways to Arrive at Destination	Medium	37.7%
1985	Find the Kth Largest Integer in the Array	Medium	48.3%
1986	Minimum Number of Work Sessions to Finish the Tasks	Medium	35.3%
1993	Operations on Tree	Medium	45.9%
1996	The Number of Weak Characters in the Game	Medium	44.7%
2002	Maximum Product of the Length of Two Palindromic Subsequences	Medium	62.7%
2013	Detect Squares	Medium	52.9%
2029	Stone Game IX	Medium	57.5%
2034	Stock Price Fluctuation	Medium	49.3%
2038	Remove Colored Pieces if Both Neighbors are the Same Color	Medium	63.1%
2058	Find the Minimum and Maximum Number of Nodes Between Critical Points	Medium	69.4%
2063	Vowels of All Substrings	Medium	55.7%
2069	Walking Robot Simulation II	Medium	43.1%
2074	Reverse Nodes in Even Length Groups	Medium	65.1%
2080	Range Frequency Queries	Medium	44.1%
2095	Delete the Middle Node of a Linked List	Medium	60.9%
2096	Step-By-Step Directions From a Binary Tree Node to Another	Medium	56.5%
2101	Detonate the Maximum Bombs	Medium	50.4%
2104	Sum of Subarray Ranges	Medium	61.8%
2115	Find All Possible Recipes from Given Supplies	Medium	57.1%
2116	Check if a Parentheses String Can Be Valid	Medium	45.3%
2130	Maximum Twin Sum of a Linked List	Medium	83.3%
2166	Design Bitset	Medium	33.0%
2181	Merge Nodes in Between Zeros	Medium	89.7%
2192	All Ancestors of a Node in a Directed Acyclic Graph	Medium	62.3%
2221	Find Triangular Sum of an Array	Medium	82.0%
2241	Design an ATM Machine	Medium	46.1%
2249	Count Lattice Points Inside a Circle	Medium	57.1%
2250	Count Number of Rectangles Containing Each Point	Medium	37.9%
2261	K Divisible Elements Subarrays	Medium	55.2%
2280	Minimum Lines to Represent a Line Chart	Medium	27.4%
2289	Steps to Make Array Non-decreasing	Medium	25.2%
2305	Fair Distribution of Cookies	Medium	70.1%
2311	Longest Binary Subsequence Less Than or Equal to K	Medium	52.7%
2316	Count Unreachable Pairs of Nodes in an Undirected Graph	Medium	50.2%
2326	Spiral Matrix IV	Medium	82.3%
2327	Number of People Aware of a Secret	Medium	60.6%
2336	Smallest Number in Infinite Set	Medium	70.7%
2343	Query Kth Smallest Trimmed Number	Medium	48.1%
2349	Design a Number Container System	Medium	57.1%
2353	Design a Food Rating System	Medium	52.9%
2365	Task Scheduler II	Medium	55.0%
2368	Reachable Nodes With Restrictions	Medium	60.8%
2400	Number of Ways to Reach a Position After Exactly k Steps	Medium	37.3%
2408	Design SQL	Medium	63.7%
2424	Longest Uploaded Prefix	Medium	55.4%
2452	Words Within Two Edits of Dictionary	Medium	73.3%
2476	Closest Nodes Queries in a Binary Search Tree	Medium	44.9%
2487	Remove Nodes From Linked List	Medium	75.2%
2492	Minimum Score of a Path Between Two Cities	Medium	66.2%
2502	Design Memory Allocator	Medium	50.7%
2507	Smallest Value After Replacing With Sum of Prime Factors	Medium	50.3%
2513	Minimize the Maximum of Two Arrays	Medium	32.7%
2521	Distinct Prime Factors of Product of Array	Medium	55.2%
2523	Closest Prime Numbers in Range	Medium	52.0%
2526	Find Consecutive Integers from a Data Stream	Medium	51.7%
2550	Count Collisions of Monkeys on a Polygon	Medium	30.4%
2560	House Robber IV	Medium	64.5%
2572	Count the Number of Square-Free Subsets	Medium	26.9%
2596	Check Knight Tour Configuration	Medium	62.0%
2597	The Number of Beautiful Subsets	Medium	51.0%
2654	Minimum Number of Operations to Make All Array Elements Equal to 1	Medium	54.7%
2658	Maximum Number of Fish in a Grid	Medium	70.4%
2662	Minimum Cost of a Path With Special Roads	Medium	44.0%
2671	Frequency Tracker	Medium	31.6%
